id,identidad autopercibida,texto,predicciones_chatgpt
584,Obrera,porque trabajamos todo el día y a veces no llegamos a fin de mes,trabajo
817,Obrera,CONSIDERO QUE LO QUE TENGO LO TENGO TRABAJANDO NO TENGO EL LUJO DE NO TRBAJAR,trabajo
738,Media,"con lo que gana su marido y su hijo viven bien, no les falta nada, tienen su casa, su coche y un buen pasar","ingresos, vivienda, coche"
239,Obrera,porque siempre trabajó en lo que pudo para seguir adelante,trabajo
711,Obrera,NS NC,"No existe una respuesta específica, ya que ""NS NC"" significa ""No Sabe/No Contesta"", lo que indica que la persona encuestada no sabe o no quiere responder a la pregunta."
651,Obrera,PORQUE ES POBRE SE IDENTIFICA CON LA CLASE OBRERA,"pobreza, clase obrera"
1041,Obrera,porque siempre trabajé.de los quince años,trabajo
879,Media,"PORQUE TRABAJAN AMBOS, CON LO QUE TRABAJAN PUEDEN PAGAR ESCUELA DE LOS CHICOS Y SUBSISTIR","trabajo, educación"
474,Media,PORQUE TENGO UN TRABAJO ESTABLE Y APENAS UNO PUEDE MANTENER LO QUE TIENE,"trabajo, estabilidad, mantenimiento"
21,Media,"clase media porque tengo cierto nivel educativo, por instrucción, por comportamiento; ni me sobra ni me falta, las necesidades básicas las tengo satisfechas","educación, necesidades básicas satisfechas"
1121,Media,"PORQUE UNO DISPONE DE UNA CASA, UN COCHE","vivienda, coche"
90,Media,porque en vez de estar cada vez mejor estoy cada vez peor,ingresos
783,Media,POR MIS INGRESOS Y EL ESFUERZO QUE HACEN PARA LOGRAR ALGO,"ingresos, esfuerzo"
52,Media,porque todavía puede comer y pagar alquiler,"comida, vivienda"
346,Media,"porque no me sobra, pero no me falta.tengo que laburar para tener las cosas",trabajo
406,Obrera,TIENE QUE TRBAAJAR PARA LLEVAR DINERO A SU CASA,"trabajo, vivienda"
796,Media,por sus ingresos y porque no le falta nada.tiene casa,"ingresos, vivienda"
102,Obrera,porque hay que trabajar sí o sí,trabajo
652,Obrera,SIEMPRE LA FAMILIA TRABAJO PARA PODER VIVIR AL DIA NO DA PARA MAS,"familia, trabajo"
369,Media,porque tenemos para los gastos necesarios y ahorramos,"ingresos, ahorro"
397,Obrera,porque la familia siempre trabajó para ir superandosé,"trabajo, familia"
82,Media,"por el ingreso, por la vivienda*/","ingresos, vivienda"
32,Media,"PORQUE TENGO UNA POSICIÓN ECONÓMICA BUENA NI MALA NI MUY BUENA, PORQUE TRABAJE TODA LA VIDA, ESTUDIE Y ME JUBILO","trabajo, posición económica, estudios, jubilación"
370,Obrera,por lo que accede,"ingresos, educación"
1145,Media,"por la formación, por el tipo de trabajo que desarrollo","formación, trabajo"
403,Media,PORQUE AUN NO TENGO CASA,vivienda
702,Media,"porque trabajo, tengo una entrada","trabajo, ingresos"
743,Baja,PORQUE NO ALCANZA EL SUELDO,ingresos
1139,Media,porque no soy rico y no soy pobre,ingresos
708,Obrera,es un trabajador,trabajo
659,Media,"por el dinero que entra en la casa.tiene casa, coche, buen pasar","ingresos, vivienda"
921,Baja,porque vivimos al día y no podemos darnos ningún lujo,ingresos
1013,Media,"no sé, porque siempre trabajé",trabajo
686,Media,porque pienso en progresar,progreso
587,Media,porque no soy rica ni pobre,ingresos
1107,Obrera,trabajan los dos y no les alcanza,"trabajo, ingresos"
625,Media,"porque uno a pesar de to tiene techo, agua, trabajo, se puede mantener","trabajo, vivienda"
419,Obrera,ESTA DE ESE LADO,"vivienda, cultura"
38,Media,"porque creo que estructuralmente pertenezco, pero mantenerla cuesta mucho","estructuralmente, coste"
869,Obrera,"PORQUE NO ESTOY LLENO DE PLATA, TODOS TRABAJAMOS EN LA CASA","ingresos, trabajo, vivienda"
318,Media,PORQUE ES UNA CLASE TRABAJADORA Y VIVE CON CIERTO NIVEL DE EDUCACIÓN,"trabajo, educación"
668,Obrera,PORQUE TRABAJO,trabajo
845,Media,"porque tiene una casa estable, un trabajo y una familia.no pasa carencias","trabajo, vivienda, familia, carencias"
149,Media,POR LOS NIVELES DE ESTUDIO Y DE INGRESO,"educación, ingresos"
1143,Media,"porque tengo casa, auto","vivienda, auto"
854,Obrera,"SOY LABURANTE, TODOS MIS HIJOS SON OBREROS","trabajo, familia"
13,Media,"PORQUE LO PUEDO VER UN COMPARACION CON EL RESTO, ME DOY CUENTA EL LUGAR DONDE ESTOY","comparación, lugar"
446,Media,"porque plata no tengo, vivo laburando, mi viejo también era de esta clase","trabajo, ingresos, familia"
305,Media,"porque no estoy ni arriba, ni abajo.trabajo y con eso vivo",trabajo
136,Media,tuve educación y buen pasar,"educación, ingresos"
916,Obrera,"tengo trabajo y puedo mantener a mi familia (obrera es lo mismo, porque no tengo propiedad)","trabajo, familia, propiedad"
57,Media alta,porque tengo ciertos accesos y beneficios a los que puedo acceder económicamente,accesos económicos
484,Media,trata de superarse y llega a fin de mes,"superarse, fin de mes"
360,Media,PORQUE TENGO UN BUEN PASAR MAS O MENOS,"ingresos, calidad de vida"
642,Obrera,PORQUE SIEMPRE TRABAJO PARA PODER VIVIR MEDIANAMENTE BIEN,"trabajo, calidad de vida"
348,Media,por mi nivel de vida e ingresos,"ingresos, nivel de vida"
337,Obrera,VIVO TRABAJANDO Y NO AVANZO,trabajo
276,Baja,"PORQUE NO TENGO UNA VIVIENDA PROPIA Y SI NO TENGO LABURO, NO COMO","trabajo, vivienda, comida"
393,Baja,porque no tengo trabajo en blanco,trabajo
1127,Media,sigue luchando para superarse,superarse
469,Obrera,por el hecho que todavía no tiene su casa y no hubo oportunidad para que el gobierno nos permita acceder a ella,vivienda
804,Obrera,"por la forma que me cuesta conseguir empleo, no tengo casa propia","trabajo, vivienda"
965,Obrera,su familia siempre trabajó,familia
989,Media,no tengo ni mucho ni poco,ingresos
573,Media,por el dinero que ingresa a casa,ingresos
827,Media,"PORQUE MAS ALLA DE QUE NO ESTUDIE LO QUE DEBERIA, BUSCO TODOS LOS DIAS PROGRESAR",educación
1122,Obrera,PORQUE SOY TRABAJADORA,trabajo
569,Media,"PORQUE TENGO UNA PROPIEDAD, UN AUTO Y PUEDO MANTENER A MI FAMILIA","vivienda, trabajo, familia"
828,Media,"POR SU NIVEL DE EDUCACIÓN NIVEL DE INGRESOS, EL TRABAJO QUE TIENE, EL BARRIO EN QUE VIVE Y SUS RELACIONES","educación, ingresos, trabajo, vivienda, relaciones"
848,Media,"toma el parámetro económico y considera clase media baja a la que pertenece, por educación clase media-media","ingresos, educación"
760,Media,"VIVO BIN NORMAL, NO PASO HAMBRE","vivienda, comida"
750,Obrera,ES LA PARTE DE LA GENTE HUMILDE QUE SIEMPRE TRABAJA PARA NO MORIRSE DE HAMBRE,"trabajo, alimentación"
463,Obrera,porque son laburantes,trabajo
147,Media,"CLASE MEDIA BAJA, VIVO DPTO CHICO, NO TENGO AUTO, VACACIONES CADA 5 AÑOS","vivienda, ingresos, vacaciones"
467,Obrera,todavía no llego a sus metas,metas
154,Media,POR MI PODER ADQUISITIVO Y MI FORMACIÓN SOCIOCULTURAL,"ingresos, educación, cultura"
429,Obrera,porque siempre trabajé,trabajo
331,Obrera,PORQUE TRABAJO,trabajo
43,Media,porque tengo medianamente acceso a buena medicina y alimentación,"medicina, alimentación"
327,Media,"porque puedo vivir dentro de todo bien, no me falta nada pero tampoco tengo excesos","vivienda, ingresos"
35,Media alta,"POR EDUCACIÓN, ENTORNO, NIVEL DE INGRESO, CALIDAD DE VIDA","educación, ingreso, calidad de vida"
840,Obrera,PORQUE TRABAJO MUCHISIMO,trabajo
698,Obrera,se considera trabajador,trabajo
1015,Media,porque yo me esforcé trabajando para que mis hijos puedan estudiar y tener lo que tengo,"trabajo, educación"
54,Media,porque no es de clase alta ni baja,"clase alta, clase baja"
655,Obrera,POR EL TRABAJO,trabajo
909,Obrera,porque son todos trabajadores,trabajo
537,Media,"por el nivel de vida que tengo.tengo mi propiedad, mi coche, viajo y vivo tranquilo.","propiedad, coche, nivel de vida"
809,Obrera,"PORQUE VIVE, LO QUE GANA PARA COMER Y PAGAR IMPUESTOS","trabajo, ingresos, comida, impuestos"
231,Media,"YO PERTENEZCO SOCIOCULT. CLASE MEDIA ALTA, PERO ECONÓMICAMENTE CLASE MEDIA","clase media alta, clase media"
67,Obrera,porque soy una persona común trabajo siempre,trabajo
824,Media,"por el tema del valor de lo que cobra, el tratar de progresar y el no llegar con la plata","ingresos, progreso, dinero"
919,Obrera,por el nivel de vida que me puedo dar,ingresos
99,Media,"estoy arañando la media, no tengo coche, no tengo vacaciones, llego a fin de mes de culo, vivo con lo justo","ingresos, vivienda"
647,Obrera,hace esfuerzos para vivir,"esfuerzos, vivir"
575,Media,"porque para la clase baja no califico.la clase alta no, porque no tengo plata.la clase media es la que realmente trabaja, es la que sostiene todo","clase baja, clase alta, clase media, trabajo"
122,Media,por los ingresos supuestamente,ingresos
375,Media,POR EL INGRESO QUE LE PERMITE VIVIR HOLGADO,ingresos
715,Obrera,PORQUE TRABAJO TODA LA VIDA,trabajo
301,Media,"porque creo que estoy ubicado ahí, no soy pobre ni tampoco clase media media",clase media media
225,Media,"porque tengo mi casa, mi auto, tengo vacaciones y trabajo","trabajo, vivienda, auto, vacaciones"
999,Obrera,"porque trabajamos, sobrevivimos.no nos falta, pero vivimos al día","trabajo, vivienda, ingresos"
1125,Media,"PORQUE NO ME FALTA NADA DE LO QUE NECESITO, PERO TAMPOCO TENGO SUPER PLATA.",ingresos
45,Baja,porque es muy difícil poder solventar muchas de mis necesidades,"ingresos, necesidades"
372,Obrera,TRABAJA PARA VIVIR,"trabajo, vivir"
717,Obrera,porque trabaja para vivir,"trabajo, vivir"
72,Media,porque trabajo pero tampoco tenemos para todo,"trabajo, ingresos"
227,Media,"porque, digamos, no tengo un sueldo que me permita darme todos los lujos.vivo bien, no me puedo quejar, viéndolo desde la parte económica.aunque hay gente que gana mucho más",ingresos
822,Media,"por el tipo de vivienda, por el estilo de vida, por la educación que le puede dar a sus hijos","vivienda, estilo de vida, educación"
818,Media,POR LO MENOS PUEDO VIVIR SIN SOBRESALTOS CUBRIENDO LOS GASTOS BASICOS,"vivienda, ingresos"
692,Obrera,"el tema del trabajo, si no trabaja no puede mantener a sus hijos","trabajo, familia"
969,Obrera,PORQUE ES UN TRABAJADOR,trabajo
696,Obrera,no tienen nada si no trabajan,trabajo
1003,Obrera,porque trabajo y me esfuerzo para que me quede algo y no alcanza,"trabajo, esfuerzo, ingresos"
585,Obrera,somos los que no llegamos a tener una empresa,empresa
118,Media alta,"porque tengo acceso a contactos que la clase media no tiene, por mi familia","familia, contactos"
728,Baja,PORQUE NO LLEGO A LA SEMANA,ingresos
911,Media,"por el nivel de ingreso, de educación, tener casa propia, auto, etc.","ingresos, educación, vivienda, auto"
458,Obrera,se considera un obrero,trabajo
842,Media,porque trabajamos ambos y tienen para subsistir,"trabajo, ingresos"
350,Media,"tengo donde vivir, no soy rica","vivienda, ingresos"
589,Obrera,porque está luchando hace seis años para salir adelante,"luchando, salir adelante"
186,Media,porque tengo lo que necesito y a la vez n estoy económicamente muy alto. Tengo lo justo,"ingresos, necesidades básicas"
401,Obrera,PORQUE NO NOS FALTA PERO TAMPOCO NOS SOBRA,"ingresos, vivienda"
618,Obrera,todavía la está luchando,lucha
137,Media,por ingresos y estudios,"ingresos, educación"
312,Media,"PORQUE ES EL QUE SIEMPRE SE ESFUERZA PARA SALIR ADELANTE, TENER UNA EDUCACIÓN Y TRABAJO (NO NACISTE CON PLATA)","educación, trabajo"
680,Obrera,SI NO TRABAJA NO PUEDE ALIMENTAR A LA FAMILIA,"trabajo, familia, alimentar"
978,Obrera,POR EL TRABAJO QUE TENGO,trabajo
464,Obrera,porque siempre trabajó,trabajo
169,Obrera,PORQUE SOY UN OBRERO,trabajo
273,Media,"clase media tirando a baja porque no gano mucho, llego y vivo con lo justo, al día",ingresos
215,Obrera,PORQUE SE SIENTE TRABAJADOR,trabajo
197,Baja,porque sobrevivo,sobrevivir
471,Obrera,PORQUE ME TENGO QUE LEVANTAR TODOS LOS DIAS A TRABAJAR SINO TRABAJO NO COMO,"trabajo, comida"
1133,Media,CUESTA AFRONTAR LA REALIDAD ACTUAL EN LO ECONÓMICO Y VIVIR BIEN,"económico, vivir bien"
260,Media,PORQUE NO SOY NI DE CLASE ALTA NI DE CLASE BAJA,"clase alta, clase baja"
427,Media,"no somos ni muy pobres ni tampoco de tener mucha plata, somos…ahí…",ingresos
605,Media,TIENE UN BUEN PODER ADQUISITIIVO,ingresos
576,Obrera,porque es un trabajador,trabajo
1131,Media,NO SOY POBRE NI RICO,ingresos
988,Media,"no soy ni muy pobre ni muy bien, comparando estoy en el medio",ingresos
266,Media,"PORQUE PARA PERTENER A UNA CLASE SOCIAL HAY QUE PERTENECER A UNA CLASE ANERIOR, Y YO EMEPCE MUY POBRE, MUY DE ABAJO, YO ASCENDI","clase social, pobreza"
650,Media,los niveles destatus de vida que tiene,status de vida
151,Media,PORQUE CON MUCHO ESFUERZO PUDE LOGRAR TENER LOS RECURSOS NECESARIOS PARA PODER VIVIR DE UNA MANERA PERO CON MIS NECESIDADES CUBIERTAS,"trabajo, recursos necesarios, necesidades cubiertas"
428,Baja,porque si porque tenes que trabajar como burra para sobrevivir,trabajo
979,Obrera,A LA CLASE TRABAJADORA. FORMO PARTE DEL GRUPO QUE SALE A BUSCAR TRABAJO,"trabajo, grupo, búsqueda de trabajo"
200,Media,"porque tengo una edcuación, una obra social, puedo comer todos los días","educación, obra social, comida"
125,Obrera,se considera obrero,trabajo
962,Obrera,toda su vda trabajó para tener lo poco que tiene,trabajo
411,Media,porque vivo con lo que trabajo y no hago nada más.puedo solventar mi vida y no mucho más,"trabajo, vida, ingresos"
106,Media,"clase alta tiene mejores vacaciones, más posibilidades, mejor nivel de vida","vacaciones, posibilidades, nivel de vida"
884,Media alta,creo que me siento dentro de la mayoría,ninguna
703,Obrera,por mi forma de pensar,No se menciona ningún concepto relacionado a la pertenencia de clase en esta respuesta.
259,Media,"NO ME CONSIDERO POBRE, TENGO RECURSOS CULTURALES AUNQUE ME CUESTA LLEGAR A FIN DE MES","cultura, ingresos"
140,Media,"porque estoy en una situación estable, pero no sobra nada","situación estable, ingresos"
339,Media,PORQUE TENGO SUSTENTO PARA TODAS LAS SEMANAS COCMPRAR EN EL SUPER Y MANDAR A LOS CHICOS AL COLEGIO,"ingresos, consumo, educación"
344,Obrera,PORQUE GRACIAS A LOS OBREROS EL PAIS TIENE LO QUE QUIERE,"trabajo, obreros"
228,Media,"porque trabajo, me alcanza para vivir y comprar cosas","trabajo, ingresos"
987,Obrera,porque somos trabajadores.tenemos que trabajar siempre para mantenernos,trabajo
669,Obrera,TRABAJA DESDE CHICO PARA QUE NO LE FALTE NADA,trabajo
96,Obrera,"porque trabajo y tengo que trabajar para subsistir, no me mantiene nadie",trabajo
1144,Media,por la situación laboral,situación laboral
1118,Obrera,"primero por sus ideas, porque no puede aparentar algo que no es",cultura
92,Media,"PORQUE TENGO ACCESO A LO BASICO, VIVIENDA, TRABAJO","vivienda, trabajo"
251,Media,"POR LAS COSAS A LAS CUALES ACCEDO, MEDIDINA PREPAGA, AUTO, TIENE PARA COMER, SE PUEDE HACER UNAS VACACIONES","ingresos, vivienda, comida, vacaciones"
1138,Media,"tengo para comer, puedo subsistir",comida
494,Obrera,todo lo consigue trabajando con esfuerzo,trabajo
131,Media,"porque tengo que comer, tengo mi auto, mi marido vive de lo que trabaja.tenemos todo lo necesario para vivir","trabajo, comida, vivienda"
658,Obrera,porque nada le vino de arriba y siempr trabajó,trabajo
62,Media,"PORQUE NO TENGO GRANDES LUJOS. VIVO BIEN, HASTA AHÍ","vivienda, ingresos"
300,Media,NO SOY NI POBRE NI MILLONARIO,ingresos
404,Obrera,PORQUE ME CRIE ASI,"familia, cultura"
113,Media,"clase media vivo en una casa mas o menos confortable y no soy de la alta porque no puedo quizás darme algunos lujos no tengo auto, no tengo casa propia","clase media, vivienda, lujos, auto, casa propia"
1123,Media,PORQUE TRABAJARON,trabajo
107,Media,status de vida,status de vida
208,Obrera,por laburante,trabajo
500,Obrera,porque sabe que va a tener que trabajar para llegar a donde él quiere,trabajo
18,Media,"por ingresos, estandar de vida","ingresos, estándar de vida"
560,Media,"PUEDO MANDAR A MIS HIJOS A LA ESCUELA PRIVADA, COMODIDADES QUE POR AHÍ OTRAS PERSONAS NO PUEDEN TENER","educación, privada, comodidades"
341,Media,"SIEMPRE SE PUEDE ESTAR PEOR, TENGO COMIDA, CASA, TRABAJO","comida, vivienda, trabajo"
145,Media,"PORQUE NO TENGO CARENCIAS DE ALIMENTOS, EDUCACIÓN, SALUD","educación, salud"
876,Media,"POR NIVEL DE VIDA, INGRESOS","ingresos, nivel de vida"
875,Media,por mi sueldo y por el trabajo que desempeñaba,"trabajo, sueldo"
330,Media,"porque puedo estudiar sin trabajar, tengo todas las necesidades cubiertas, no me falta nada",educación
33,Media alta,POR LOS INGRESOS QUE TENGO,ingresos
1021,Media,porque dentro de todo tiene lo necesario,necesidades básicas
49,Media,"PORQUE TENGO UN ESTUDIO, CASA, VIAJO UN POCO","educación, vivienda, viajes"
123,Media,porque los índices de ingresos,ingresos
489,Obrera,"siempre trabajó, nadie le dio nada",trabajo
196,Obrera,"porque mi marido es un enfermero, es un obrero, no médico","Trabajo, familia"
894,Obrera,"porque no tengo los estudios, si los tuviese estaría en otra clase",educación
754,Media,PORQUE VIVE BIEN,vive bien
683,Media,"MI MARIDO TRABAJA, PODEMOS COMER","trabajo, comida"
900,Media,porque necesito trabajar para vivr,"trabajo, vivienda"
629,Obrera,POR EL TRABAJO,trabajo
1023,Obrera,"porque siempre trabajó, nunca le faltó para comer","trabajo, comida"
483,Media,porque tiene buen trabajo,trabajo
723,Obrera,viven de su trabajo,trabajo
209,Media alta,"por el conjunto de amigos que tiene, la educación, las actividades que hace, las oportunidades y beneficios que tiene","educación, actividades, oportunidades, beneficios"
1142,Obrera,"por los ingresos, por tener una casa modesta, por no tener vehículo, no poder irse de vacaciones, no tener cable","ingresos, vivienda, vehículo, vacaciones, cable"
183,Media,POR LA CONDICIÓN ECONÓMICA QUE TENGO,condición económica
937,Obrera,SOLO EL TRABAJO PERMITE ACCEDER A CUBRIR LAS NECESIDADES MINIMAS,"trabajo, necesidades mínimas"
146,Media,PUDE ACCEDER A LA EDUCACIÓN Y NO PASE GRANDES NECESIDADES,"educación, necesidades"
920,Media,"porque tengo una casa, un auto, puedo ahorrar algo","vivienda, auto, ahorro"
261,Media,por mi nivel de ingresos,ingresos
794,Media,PORQUE CREO QUE TENGO ACCESO A UNAS COSAS Y A OTRAS NO. UNA CLASE MAS ABAJO NO ACCEDE A LO QUE YO PUEDO,"acceso, clase"
417,Baja,"NO TRABAJO, TENGUNA UNA PENSION MINIMA Y CON ESO VIVO","trabajo, ingresos, vida"
949,Media,"TIENE CASA, TRABAJO Y COMODIDADES QUE LOS POBRES NO TIENEN","trabajo, vivienda, comodidades"
256,Media,"PRIMERO NO CREO PERTENECER A ESA CLASE, ME CONSIDERO UNA PERTENECIENTE A UNA CLASE TRABAJADORA, POR QUE TRABAJO","clase trabajadora, trabajo"
313,Media,POR EL NIVELDE VIDA QUE LLEVO,nivel de vida
367,Baja,"porque sí, porque la clase media vive de otra manera",clase media
245,Media,por la situación que viví durante toda mi vida,situación de vida
472,Obrera,PORQUE ESTOY CON LA GENTE QUE TRABAJA PARA PODER SER MAS,trabajo
255,Media,PRINCIPALMENTE PORQUE MAS O MENOS TENES LA FORMACION CULTURAL ADECUADA PARA TRATAR CON DISTINTA GENTE PERO NO LOS MEDIOS ECONÓMICOS O INGRESO,"formación cultural, medios económicos, ingreso"
614,Media,"porque hoy tenés y mañana no, tenemos cierta estabilidad pero tenemos que mantenerla día a día",estabilidad
68,Obrera,"porque soy un obrero, toda la vida de familia obrera.eso no va a cambiar a pesar que el día de mañana tenga dinero","trabajo, familia, cultura"
792,Media,"PORQUE PUEDO VIVIR SUSTENTANDOME EN MI SUELDO, NO DEBO NADA, PUEDO BRINDARLE UN BIEN PASAR A MI HIJA A PESAR QUE TRABAJO","trabajo, vivienda, familia"
1012,Media,"ni idea, porque se da el país y las cosas así.hay gente que tiene más",ingresos
280,Media,PORQUE TODO LO HICE TRABAJANDO,trabajo
250,Media,NUNCA TUVO PROBLEMAS ECONÓMICOS TODAS LAS HERMANAS ESTUDIAMOS EN LA FACULTAD,educación
262,Media alta,"por el nivel de ingresos, por el nivel de educación","ingresos, educación"
936,Obrera,SI NO SE LABURA NO SE COME,"trabajo, comida"
117,Media,tenemos las necesidades básicas satisfechas y trabajamos los dos,trabajo
263,Media,porque tengo una educación y un trabajo también,"educación, trabajo"
150,Media,"NO VIVO EN UNA VILLA, SOY SOY POBRE, TENGO TRABAJO","vivienda, pobreza, trabajo"
539,Obrera,porque tengo un salario que no es muy grande y cumplo una jornada de trabajo de lunes a viernes bajo dependencia,"trabajo, ingresos"
8,Media,por el nivel de ingresos,ingresos
83,Media,"por formación, techo, comida, título","formación, vivienda, comida, educación"
87,Media,porque puedo alquilar,vivienda
721,Media,"trabaja y nunca le falta el dinero, tiene auto, se está terminando su casa","trabajo, dinero, auto, casa"
12,Media,"POR EL ACCESO QUE TUVE A LA EDUCACIÓN, POR LA AYUDA DE MIS PADRES Y POR MI ACCESO AL CONSUMO","educación, familia, consumo"
383,Media,"porque tiene vehículos, el estilo de vida y el trabajo les permite a sus hijos acceder a toda la tecnología que necesiten","trabajo, ingresos, estilo de vida, hijos, tecnología"
691,Obrera,por las necesidades que pasan,necesidades
1008,Obrera,PORQUE SU VIDA ES TRABAJAR Y TRABAJAR,trabajo
736,Obrera,siempre trabajó en lo que pudo,trabajo
656,Obrera,si no trabajara no podría mantener su casa ya quesu esposo no tiene trabajo estable,"trabajo, vivienda, esposo"
644,Media,TUVO LA OPORTUNIDAD DE TENER EDACACION SALUD Y TRABAJO,"educación, salud, trabajo"
1002,Media,"le parece que tiene un modo de vivir que la favorece, tiene un trabajo estable y siempre tiene changas.con su pareja ganan lo suficiente para vivir bien sin sobresaltos","trabajo, ingresos, vivienda"
382,Obrera,son los que trabajan y siempre están en la misma,trabajo
819,Media,PORQUE NO SOY DE CALSE ALTA NI BAJA,"clase alta, clase baja"
527,Media,bajó su estatus de vida al fallercer su marido hace siete años,"familia, ingresos"
377,Baja,no poder acceder a una vivienda ni a un crédito es que está lejos de todo derecho,"vivienda, crédito, derecho"
1116,Media,por la mentalidad,cultura
548,Media,"PORQUE ECONÓMICAMENTE HABLANDO SE CLASIFICA SEGÚN BIENES, INGRESO Y SU NIVEL DE VIDA","ingresos, nivel de vida"
28,Media,porque ni le falta ni le sobra. Por eso está en el medio. Tampoco estoy trabajando así que no sería obrera,trabajo
1137,Media,"porque no tengo plata, pero puedo lograr algunas cosas (comida, vestimenta)","ingresos, comida, vestimenta"
222,Baja,"porque no tiene trabajo, y no le dan las posibilidades de trabajar en lo que sabe porque …",trabajo
752,Obrera,PORQUE SIEMPRE TRABAJO,trabajo
182,Media,"PORQUE ESTOY EN UN LUGAR INTERMEDIO, MAS CERCA DE LO BAJO","clase social, ingresos, vivienda"
789,Obrera,porque no gana tanto para llegar a ser clase media,"ingresos, clase media"
617,Obrera,hay que trabajar para ganarse el pan si no se muere de hambre,"trabajo, hambre"
977,Obrera,"POR MIS TRABAJOS, POR MI HISTORIA FAMILIAR","trabajo, historia familiar"
667,Obrera,PORQUE SOMOS POBRES,ingresos
192,Media,PORQUE TENEMOS TRABAJO,trabajo
846,Obrera,toda la vida laburó,trabajo
380,Obrera,porque trabaja,trabajo
85,Media,porque puede tener cubiertas las necesidades básicas,necesidades básicas
918,Obrera,"porque los chicos no están mal.no tengo mucho, pero estamos bien",familia
670,Media,POR LA EDUCACIÓN,educación
42,Obrera,porque puedo cubrir mis necesidades básicas gracias a mucho esfuerzo,"necesidades básicas, esfuerzo"
76,Media,"porque tengo una casa propia y mi auto, mis hijos pueden estudiar, me puedo ir de vacaciones, vivo de mi sueldo y el de mi marido","vivienda, auto, educación, vacaciones, ingresos"
601,Obrera,PORQUE ES HUMILDE,humilde
453,Obrera,necesita trabajar para vivir,trabajo
806,Media,"PORQUE SI, PORQUE NO TIENE MUCHO COMO LOS DEMAS PERO TAMPOCO TIENE NADA. ESTA EN EL MEDIO","ingresos, nivel socioeconómico"
788,Media,porque es hasta donde puedo llegar,educación
1004,Baja,porque no tengo estudios,educación
578,Obrera,porque soy un trabajador,trabajo
726,Obrera,PORQUE SIEMPRE TRABAJE,trabajo
444,Obrera,tiene que trabajar para vivir,trabajo
435,Obrera,porque me mato trabajando,trabajo
39,Media,creo que por los recursos económicos,ingresos
381,Obrera,"tiene lo esencial, alimento y una vivienda","vivienda, comida"
714,Baja,PORQUE CARECE DE MUCHAS COSAS Y NO TIENE UN TRABAJO QUE LA SAQUE DEL POZO,"trabajo, ingresos"
342,Obrera,PORQUE TRABAJAMOS,trabajo
34,Media alta,POR MI EDUCACIÓN FUNDAMENTALMENTE,educación
689,Obrera,"porque lo que tenes, lo tenes trabajando",trabajo
3,Media,"PORQUE NO PUEDO, AUN PROGRESANDO, EMERGER ECONÓMICAMENTE","ingresos, progreso económico"
912,Obrera,porque trabajó toda su vida,trabajo
535,Media,trabajan y quieren progresar,"trabajo, progresar"
707,Obrera,si el marido no labura no comen,"trabajo, comida"
361,Media,"TRABAJAMOS, SOMOS LOS QUE MANTENEMOS EL PAIS, LOS DE ARRIBA Y LOS DE ABAJO NO (POR DIFERENTES MOTIVOS)","trabajo, país"
387,Media,PORQUE INDIGENTES NO SOMOS Y TAMPOCO TENEMOS PLATA. SOMOS CLASE MEDIA,"indigentes, clase media"
55,Media,tengo mis necesidades básicas satisfechas y puedo darme mis gustos,"ingresos, consumo"
1010,Baja,POR NO TENER ESTUDIOS,educación
895,Obrera,"porque tengo que trabajar, vivio al día, alquilo y a veces no llego al día","trabajo, vivienda, ingresos"
695,Obrera,siempre salió adelante con lo poco que tenía,"calidad de vida, recursos"
838,Obrera,"PORQUE VIVMOS EL DIA A DIA, NOS ALCANZA LO JUSTO",ingresos
742,Obrera,PORQUE PUEDO ALCANZAR UN MINIMO BIENESTAR PERO GRACIAS A MUCHO ESFUERZO EN EL TRABAJO,"trabajo, bienestar"
58,Media,"porque no soy pobre ni rico, estoy en el medio",ingresos
741,Baja,PORQUE NO LLEGA A FIN DE MES,ingresos
295,Media,POR EL NIVEL DE VIDA QUE LLEVO,nivel de vida
755,Obrera,PORQUE HAY QUE TRABAJAR PARA VIVIR,"trabajo, vivir"
315,Media,"PORQUE TENEMOS TRABAJO, ES DIFICIL CONSEGUIR TRABAJO HOY EN DIA",trabajo
1108,Baja,a veces no llega a fin de mes,ingresos
697,Baja,porque no tiene nada,nada
570,Obrera,TRABAJO PARA VIVIR Y MANTENER A MI FAMILIA,"trabajo, familia"
499,Obrera,porque siempre se ve en la misma situación a pesar que trabaje,trabajo
624,Obrera,porque no creo en la clase media.porque mi familia y yo misma sigo siendo proletariada.obreros como cualquiera.algunos tienen más suerte pero siguen siendo obreros.conciencia de clase,"familia, clase, proletariada, obreros, conciencia de clase"
955,Obrera,SIEMPRE TUVE QUE TRABAJAR PARA OTROS,trabajo
477,Obrera,vive al día,empleado
20,Media,"porque no padezco falta de vivienda, educación, salud, puedo estudiar en la facultad","vivienda, educación, salud"
6,Media alta,ingresos,ingresos
30,Media,"se establece de acuerdo a los ingresos, que en mi casa no los genero yo, pero bueno","ingresos, vivienda"
756,Media,"PORQUE ES LA MAS COMUN, ES LA MAS GRANDE. ILEGIBLE",No se mencionan conceptos relacionados a la pertenencia de clase en esta respuesta.
219,Media,porque viene de familia trabajadora (obrera) a través de los padres pudo acceder a su educación98,"familia, educación"
